id_estudiante,id_asignatura,nota,convocatoria,fecha_examen
207,2,5.31,Extraordinaria,2025-03-31
208,7,7.21,Extraordinaria,2024-10-18
208,6,9.32,Extraordinaria,2024-01-27
208,9,8.52,Ordinaria,2023-07-18
209,3,8.89,Extraordinaria,2024-11-24
209,8,5.73,Ordinaria,2023-06-18
209,7,5.02,Ordinaria,2024-04-21
210,9,6.31,Extraordinaria,2024-04-28
210,7,6.58,Extraordinaria,2023-06-05
210,10,8.14,Extraordinaria,2023-07-06
211,10,3.96,Ordinaria,2024-01-21
211,2,8.79,Ordinaria,2023-09-24
211,9,6.26,Ordinaria,2023-09-14
212,10,5.86,Extraordinaria,2023-05-13
212,7,4.98,Ordinaria,2024-02-02
212,2,4.02,Extraordinaria,2025-04-17
213,9,7.73,Extraordinaria,2025-04-22
213,1,6.61,Ordinaria,2023-07-25
213,5,4.57,Ordinaria,2024-03-20
214,8,4.56,Ordinaria,2024-06-14
214,9,6.0,Ordinaria,2024-04-14
214,7,9.0,Extraordinaria,2024-07-20
215,2,6.11,Extraordinaria,2023-12-29
215,6,4.25,Extraordinaria,2025-01-06
215,8,6.13,Ordinaria,2024-03-19
216,6,6.09,Extraordinaria,2023-05-28
216,4,2.45,Extraordinaria,2024-12-21
216,5,6.42,Extraordinaria,2024-06-28
217,7,6.15,Extraordinaria,2024-12-25
217,4,7.54,Ordinaria,2024-01-01
217,1,9.27,Ordinaria,2024-12-17
218,1,8.19,Extraordinaria,2025-01-18
218,3,6.1,Extraordinaria,2024-09-02
218,6,4.84,Ordinaria,2024-02-08
219,10,10.0,Extraordinaria,2025-04-15
219,7,6.59,Ordinaria,2025-02-12
219,4,6.52,Extraordinaria,2024-05-06
220,1,6.46,Extraordinaria,2024-12-11
220,7,6.8,Ordinaria,2024-05-24
220,3,6.28,Extraordinaria,2024-03-15
221,6,5.64,Extraordinaria,2023-06-05
221,9,5.68,Ordinaria,2023-08-03
221,3,6.45,Ordinaria,2024-03-30
222,3,5.68,Extraordinaria,2023-07-28
222,9,5.43,Extraordinaria,2023-09-15
222,2,6.66,Ordinaria,2024-11-25
223,6,6.12,Ordinaria,2024-10-27
223,4,8.76,Ordinaria,2023-07-10
223,2,2.52,Extraordinaria,2024-09-26
224,1,8.14,Ordinaria,2024-07-20
224,3,8.37,Extraordinaria,2023-08-25
224,10,3.39,Ordinaria,2025-02-05
225,3,5.99,Ordinaria,2023-11-02
225,8,5.94,Ordinaria,2025-01-14
225,6,4.39,Ordinaria,2024-08-01
226,5,5.33,Extraordinaria,2024-05-30
226,4,4.83,Extraordinaria,2024-01-25
226,9,9.13,Ordinaria,2024-06-13
227,5,7.9,Ordinaria,2024-12-20
227,2,8.41,Ordinaria,2025-04-08
227,3,7.58,Ordinaria,2025-01-02
228,8,4.81,Ordinaria,2025-01-17
228,2,5.71,Extraordinaria,2024-05-30
228,9,7.23,Extraordinaria,2023-08-24
229,3,4.67,Extraordinaria,2023-12-17
229,2,7.57,Extraordinaria,2023-09-01
229,9,6.14,Ordinaria,2024-03-31
230,7,5.94,Ordinaria,2024-07-01
230,2,7.57,Extraordinaria,2024-09-28
230,8,7.17,Ordinaria,2024-03-24
231,8,5.96,Extraordinaria,2024-12-12
231,2,8.24,Extraordinaria,2025-03-20
231,4,4.88,Extraordinaria,2024-11-19
232,8,7.42,Extraordinaria,2023-07-01
232,3,7.39,Ordinaria,2023-05-25
232,9,6.04,Ordinaria,2023-11-05
233,10,6.99,Extraordinaria,2025-02-01
233,1,4.62,Extraordinaria,2023-05-18
233,2,7.89,Extraordinaria,2024-10-13
234,10,6.22,Ordinaria,2024-12-08
234,9,5.72,Extraordinaria,2024-05-07
234,1,8.07,Ordinaria,2024-04-25
235,4,5.44,Ordinaria,2024-01-31
235,1,4.39,Ordinaria,2024-07-23
235,9,4.17,Extraordinaria,2025-03-29
236,2,7.41,Extraordinaria,2025-02-09
236,4,4.58,Ordinaria,2024-12-19
236,1,9.13,Ordinaria,2023-09-06
237,2,3.38,Extraordinaria,2023-08-23
237,3,9.04,Extraordinaria,2023-06-03
237,5,6.82,Ordinaria,2024-02-09
238,2,6.35,Extraordinaria,2024-08-07
238,6,5.68,Extraordinaria,2024-02-03
238,5,7.1,Extraordinaria,2023-10-04
239,9,6.44,Extraordinaria,2024-07-09
239,7,8.15,Ordinaria,2023-12-15
239,4,6.67,Ordinaria,2023-05-24
240,5,6.73,Extraordinaria,2025-03-29
240,7,5.95,Ordinaria,2024-06-26
240,2,6.41,Ordinaria,2023-06-05
241,8,6.96,Extraordinaria,2025-03-19
241,7,3.93,Extraordinaria,2024-06-14
241,10,4.48,Extraordinaria,2024-09-08
242,10,7.61,Extraordinaria,2024-11-29
242,2,6.76,Ordinaria,2025-03-21
242,7,6.22,Extraordinaria,2023-10-25
243,6,6.53,Ordinaria,2024-02-27
243,2,7.02,Ordinaria,2024-07-20
243,8,5.69,Extraordinaria,2024-08-04
244,10,5.33,Extraordinaria,2024-05-31
244,7,6.79,Extraordinaria,2024-09-29
244,5,5.03,Ordinaria,2024-05-13
245,2,7.11,Extraordinaria,2023-11-11
245,3,3.95,Ordinaria,2024-02-20
245,6,8.04,Extraordinaria,2024-02-15
246,4,7.21,Extraordinaria,2025-05-03
246,2,6.88,Extraordinaria,2024-01-20
246,10,7.97,Ordinaria,2023-12-18
247,6,9.0,Extraordinaria,2024-05-19
247,2,8.02,Ordinaria,2024-06-11
247,1,3.74,Extraordinaria,2023-06-23
248,4,4.58,Ordinaria,2024-04-26
248,8,5.56,Ordinaria,2024-06-28
248,6,6.54,Extraordinaria,2025-04-16
249,5,7.28,Ordinaria,2025-01-05
249,4,5.41,Extraordinaria,2024-03-02
249,9,6.78,Ordinaria,2024-04-05
250,10,5.37,Extraordinaria,2024-08-26
250,7,5.58,Extraordinaria,2025-03-31
250,9,4.39,Ordinaria,2025-02-14
251,4,5.12,Extraordinaria,2024-01-26
251,1,4.47,Ordinaria,2023-11-07
251,8,5.04,Extraordinaria,2024-03-07
252,7,8.08,Extraordinaria,2024-01-06
252,2,5.08,Ordinaria,2023-06-05
252,9,10.0,Extraordinaria,2023-08-08
253,10,7.24,Ordinaria,2024-04-29
253,7,6.78,Extraordinaria,2024-09-18
253,4,5.21,Ordinaria,2023-06-30
254,10,7.55,Extraordinaria,2023-11-19
254,1,5.64,Ordinaria,2025-03-06
254,8,6.68,Extraordinaria,2023-08-17
255,1,10.0,Extraordinaria,2023-10-04
255,9,6.36,Ordinaria,2023-06-24
255,10,8.22,Ordinaria,2025-02-04
256,8,5.45,Extraordinaria,2025-04-07
256,2,6.45,Extraordinaria,2024-01-22
256,7,9.16,Extraordinaria,2024-10-23
257,6,5.56,Extraordinaria,2024-08-18
257,7,9.22,Extraordinaria,2024-05-26
257,2,7.56,Ordinaria,2023-11-01
258,7,5.66,Extraordinaria,2023-08-05
258,5,7.45,Ordinaria,2023-06-08
258,8,7.96,Extraordinaria,2024-07-18
259,10,7.43,Ordinaria,2023-07-14
259,2,4.14,Ordinaria,2023-06-30
259,1,5.41,Ordinaria,2024-07-04
260,3,6.13,Extraordinaria,2023-12-14
260,2,6.39,Ordinaria,2023-06-30
260,6,7.43,Ordinaria,2023-06-10
261,2,6.77,Ordinaria,2025-02-06
261,4,4.5,Ordinaria,2023-10-08
261,6,7.07,Extraordinaria,2023-10-21
262,1,7.42,Extraordinaria,2024-06-03
262,2,7.34,Ordinaria,2023-07-06
262,10,8.12,Extraordinaria,2024-12-21
263,6,7.75,Ordinaria,2024-09-23
263,7,7.19,Ordinaria,2025-01-14
263,5,6.39,Extraordinaria,2023-11-09
264,2,4.01,Ordinaria,2024-02-22
264,3,7.14,Extraordinaria,2024-12-10
264,6,6.81,Extraordinaria,2024-05-14
265,2,6.91,Extraordinaria,2024-12-21
265,9,4.58,Extraordinaria,2024-10-25
265,4,4.88,Extraordinaria,2024-06-23
266,6,8.08,Ordinaria,2024-05-17
266,8,6.44,Extraordinaria,2024-01-05
266,4,7.52,Extraordinaria,2024-03-12
267,2,6.54,Ordinaria,2025-03-10
267,6,6.54,Ordinaria,2024-02-26
267,4,7.91,Ordinaria,2024-10-13
268,8,5.73,Ordinaria,2023-05-19
268,1,6.64,Ordinaria,2024-08-31
268,4,5.81,Extraordinaria,2024-07-20
269,7,5.85,Ordinaria,2025-02-11
269,4,6.04,Extraordinaria,2024-11-13
269,8,6.83,Ordinaria,2023-12-30
270,10,5.78,Extraordinaria,2024-07-31
270,9,8.38,Extraordinaria,2024-08-21
270,6,5.16,Ordinaria,2024-05-09
271,9,6.22,Ordinaria,2024-01-06
271,2,5.84,Extraordinaria,2025-02-08
271,3,8.67,Extraordinaria,2023-10-18
272,8,6.79,Extraordinaria,2024-11-29
272,9,8.05,Ordinaria,2025-04-17
272,4,4.27,Ordinaria,2024-06-13
273,5,6.9,Extraordinaria,2024-10-22
273,7,7.83,Ordinaria,2025-05-03
273,3,6.62,Ordinaria,2025-01-16
274,8,8.1,Ordinaria,2024-08-21
274,2,5.72,Ordinaria,2025-02-08
274,9,8.61,Extraordinaria,2023-10-27
275,3,9.95,Extraordinaria,2023-08-27
275,5,5.96,Extraordinaria,2023-05-16
275,1,5.83,Extraordinaria,2023-12-01
276,5,8.68,Extraordinaria,2023-08-19
276,2,8.87,Extraordinaria,2024-09-08
276,9,5.72,Ordinaria,2024-02-10
277,3,5.87,Extraordinaria,2024-12-09
277,7,6.08,Ordinaria,2023-07-07
277,9,4.48,Extraordinaria,2024-06-09
278,5,5.12,Ordinaria,2024-01-05
278,6,4.99,Extraordinaria,2025-01-21
278,2,5.35,Extraordinaria,2024-05-30
279,4,6.45,Extraordinaria,2025-02-25
279,5,6.85,Ordinaria,2025-04-27
279,10,8.83,Extraordinaria,2024-06-02
280,9,5.0,Ordinaria,2023-09-07
280,8,7.98,Ordinaria,2025-04-23
280,7,6.18,Ordinaria,2023-10-24
281,2,6.43,Ordinaria,2023-10-13
281,4,7.51,Ordinaria,2024-05-06
281,10,4.82,Extraordinaria,2023-08-29
282,4,7.07,Extraordinaria,2025-03-02
282,2,6.75,Ordinaria,2025-03-23
282,9,7.24,Extraordinaria,2025-04-06
283,7,6.93,Ordinaria,2025-04-23
283,10,10.0,Extraordinaria,2024-09-08
283,2,5.54,Extraordinaria,2024-12-05
284,4,5.7,Extraordinaria,2024-08-23
284,3,5.57,Extraordinaria,2024-08-07
284,10,5.67,Extraordinaria,2024-08-25
285,1,5.54,Extraordinaria,2024-08-01
285,2,8.28,Extraordinaria,2023-12-14
285,3,8.63,Ordinaria,2025-01-03
286,3,5.64,Ordinaria,2023-08-02
286,6,5.25,Ordinaria,2024-05-21
286,2,7.21,Extraordinaria,2023-11-13
287,8,5.67,Extraordinaria,2024-02-03
287,3,7.45,Extraordinaria,2023-11-26
287,1,6.8,Extraordinaria,2023-08-25
288,1,4.23,Ordinaria,2024-01-11
288,3,8.82,Ordinaria,2025-01-01
288,5,9.19,Ordinaria,2024-12-19
289,10,5.58,Ordinaria,2024-11-06
289,6,5.92,Extraordinaria,2023-08-12
289,8,6.93,Ordinaria,2024-01-21
290,8,7.0,Ordinaria,2023-12-17
290,2,7.49,Extraordinaria,2024-04-30
290,1,9.52,Ordinaria,2024-05-22
291,9,6.23,Ordinaria,2024-08-16
291,10,5.3,Ordinaria,2023-08-08
291,3,4.43,Ordinaria,2023-12-20
292,5,5.4,Extraordinaria,2024-12-15
292,6,6.45,Extraordinaria,2025-02-05
292,8,9.19,Extraordinaria,2024-04-13
293,8,5.72,Extraordinaria,2024-11-30
293,5,6.84,Ordinaria,2023-11-07
293,6,6.48,Extraordinaria,2024-11-01
294,5,8.28,Ordinaria,2024-03-07
294,6,10.0,Extraordinaria,2024-05-25
294,8,5.7,Ordinaria,2023-11-16
295,3,5.77,Ordinaria,2023-07-23
295,7,8.07,Extraordinaria,2024-04-26
295,4,7.52,Extraordinaria,2024-09-18
296,1,9.27,Extraordinaria,2025-05-08
296,4,7.38,Ordinaria,2024-10-17
296,7,5.96,Ordinaria,2024-07-08
297,4,7.39,Extraordinaria,2024-03-29
297,7,8.16,Extraordinaria,2024-11-17
297,2,7.73,Ordinaria,2025-03-12
298,5,7.26,Extraordinaria,2024-04-29
298,6,8.1,Extraordinaria,2024-10-16
298,9,8.25,Extraordinaria,2024-09-29
299,5,8.57,Extraordinaria,2023-07-25
299,4,7.47,Ordinaria,2024-07-12
299,1,6.25,Extraordinaria,2024-07-05
300,8,6.72,Ordinaria,2023-09-28
300,6,8.31,Ordinaria,2025-03-28
300,5,5.27,Extraordinaria,2023-09-06
301,3,7.05,Extraordinaria,2023-12-20
301,8,5.91,Ordinaria,2024-02-06
301,10,6.54,Extraordinaria,2024-04-20
302,8,8.42,Extraordinaria,2023-07-31
302,5,6.79,Ordinaria,2024-01-27
302,2,6.57,Extraordinaria,2024-04-19
303,1,4.46,Ordinaria,2024-10-29
303,4,7.62,Ordinaria,2024-12-16
303,5,7.47,Extraordinaria,2025-03-01
304,5,9.74,Extraordinaria,2024-01-14
304,1,6.04,Ordinaria,2024-05-07
304,7,6.83,Ordinaria,2024-12-13
305,5,6.87,Extraordinaria,2024-12-20
305,3,8.87,Ordinaria,2025-01-10
305,6,6.36,Ordinaria,2024-03-28
306,5,6.92,Extraordinaria,2023-12-15
306,3,7.41,Ordinaria,2025-04-01
306,4,6.78,Extraordinaria,2024-07-25
307,4,5.83,Extraordinaria,2025-03-13
307,1,6.79,Ordinaria,2025-04-10
307,8,8.11,Extraordinaria,2024-09-16
308,7,4.96,Extraordinaria,2025-02-18
308,10,6.7,Extraordinaria,2024-12-29
308,2,5.45,Extraordinaria,2023-11-21
309,3,8.29,Ordinaria,2024-01-30
309,7,4.22,Ordinaria,2024-11-12
309,6,5.66,Extraordinaria,2024-02-26
310,3,7.07,Extraordinaria,2024-03-17
310,7,8.85,Extraordinaria,2024-10-02
310,4,6.4,Ordinaria,2024-09-25
311,5,5.67,Extraordinaria,2023-08-19
311,8,9.32,Extraordinaria,2025-04-06
311,3,4.33,Ordinaria,2023-10-15
312,3,3.2,Extraordinaria,2025-02-23
312,9,7.16,Extraordinaria,2024-06-09
312,8,5.75,Extraordinaria,2025-01-27
313,6,4.97,Extraordinaria,2024-09-15
313,7,7.56,Extraordinaria,2024-04-10
313,8,6.87,Extraordinaria,2024-02-18
314,1,5.65,Extraordinaria,2023-11-08
314,9,4.58,Ordinaria,2024-10-15
314,10,7.81,Ordinaria,2024-04-11
315,10,7.48,Extraordinaria,2024-12-22
315,5,6.35,Ordinaria,2025-02-28
315,4,9.27,Extraordinaria,2024-09-18
316,1,4.89,Extraordinaria,2023-06-13
316,7,4.21,Ordinaria,2025-01-09
316,3,5.46,Extraordinaria,2024-06-22
317,9,6.43,Ordinaria,2025-01-30
317,8,6.87,Ordinaria,2024-05-03
317,1,6.14,Extraordinaria,2023-12-24
318,2,7.03,Extraordinaria,2024-04-30
318,6,4.62,Extraordinaria,2023-07-07
318,10,8.67,Extraordinaria,2024-07-21
319,1,6.38,Ordinaria,2025-02-21
319,2,8.18,Ordinaria,2025-01-15
319,10,7.01,Extraordinaria,2025-02-22
320,3,7.19,Extraordinaria,2025-04-22
320,4,7.35,Extraordinaria,2024-03-07
320,10,7.17,Ordinaria,2024-12-03
321,8,7.46,Ordinaria,2024-04-22
321,4,8.49,Ordinaria,2024-02-25
321,2,6.79,Ordinaria,2025-03-09
322,10,7.56,Ordinaria,2024-08-01
322,2,6.37,Ordinaria,2024-01-24
322,9,8.66,Ordinaria,2023-08-15
323,8,5.49,Extraordinaria,2023-12-22
323,1,9.2,Ordinaria,2024-08-05
323,10,6.44,Ordinaria,2023-12-02
324,5,4.35,Ordinaria,2024-09-19
324,7,6.69,Ordinaria,2024-07-26
324,8,5.48,Extraordinaria,2025-05-06
325,10,7.76,Extraordinaria,2025-01-02
325,8,5.52,Ordinaria,2025-05-06
325,2,5.83,Ordinaria,2023-07-07
326,3,3.67,Ordinaria,2023-10-19
326,10,5.82,Ordinaria,2023-08-08
326,4,2.86,Extraordinaria,2025-03-14
327,8,4.12,Ordinaria,2024-10-10
327,5,7.64,Extraordinaria,2024-02-05
327,9,7.68,Extraordinaria,2025-02-02
328,5,7.14,Ordinaria,2024-12-19
328,7,5.05,Extraordinaria,2023-12-29
328,9,6.43,Extraordinaria,2024-01-17
329,7,6.49,Extraordinaria,2024-10-27
329,3,4.76,Extraordinaria,2025-02-27
329,1,8.76,Ordinaria,2023-11-30
330,10,7.82,Extraordinaria,2023-06-07
330,7,6.17,Ordinaria,2025-01-01
330,1,6.54,Extraordinaria,2025-04-28
331,1,6.81,Extraordinaria,2024-11-16
331,6,3.44,Extraordinaria,2025-03-01
331,3,6.13,Extraordinaria,2024-01-09
332,1,5.48,Ordinaria,2024-03-10
332,3,5.0,Extraordinaria,2025-04-27
332,6,6.08,Extraordinaria,2024-01-12
333,9,9.2,Ordinaria,2024-01-29
333,2,7.46,Extraordinaria,2023-10-06
333,3,5.64,Extraordinaria,2024-02-13
334,8,7.36,Extraordinaria,2025-02-20
334,3,8.6,Extraordinaria,2024-02-11
334,5,7.89,Ordinaria,2023-07-15
335,8,6.59,Ordinaria,2025-02-20
335,7,5.53,Extraordinaria,2023-08-26
335,10,7.55,Ordinaria,2024-06-03
336,6,7.09,Ordinaria,2024-06-02
336,10,7.84,Ordinaria,2024-07-03
336,7,7.45,Ordinaria,2023-12-04
337,3,8.07,Ordinaria,2024-05-17
337,4,5.7,Extraordinaria,2024-01-22
337,2,8.48,Extraordinaria,2024-06-08
338,6,6.8,Ordinaria,2023-08-07
338,4,9.61,Ordinaria,2023-10-02
338,9,5.47,Extraordinaria,2023-07-01
339,7,9.1,Extraordinaria,2024-07-20
339,2,6.8,Ordinaria,2023-05-23
339,1,5.52,Ordinaria,2024-04-15
340,2,5.77,Ordinaria,2024-08-10
340,8,6.02,Ordinaria,2023-11-25
340,6,7.14,Extraordinaria,2024-03-20
341,2,7.28,Ordinaria,2023-12-19
341,8,5.64,Ordinaria,2024-08-12
341,7,6.46,Ordinaria,2023-09-26
342,5,9.71,Extraordinaria,2024-11-08
342,8,9.09,Ordinaria,2023-11-04
342,9,7.15,Ordinaria,2023-09-30
343,3,6.56,Ordinaria,2024-05-12
343,7,6.68,Ordinaria,2023-07-05
343,4,7.42,Ordinaria,2024-04-13
344,4,4.97,Ordinaria,2025-04-14
344,1,6.11,Extraordinaria,2025-01-23
344,3,4.0,Extraordinaria,2025-01-05
345,10,7.1,Extraordinaria,2023-11-21
345,9,7.47,Ordinaria,2024-02-28
345,2,5.78,Extraordinaria,2023-12-04
346,4,8.86,Extraordinaria,2024-12-22
346,10,4.66,Extraordinaria,2023-11-12
346,8,4.3,Ordinaria,2024-08-24
347,2,6.84,Extraordinaria,2023-08-24
347,8,8.07,Ordinaria,2024-06-03
347,7,9.03,Ordinaria,2025-02-11
348,3,5.81,Ordinaria,2024-05-14
348,9,8.12,Ordinaria,2024-07-29
348,5,6.44,Extraordinaria,2025-03-21
349,4,6.24,Ordinaria,2023-07-11
349,1,7.83,Ordinaria,2023-05-17
349,6,7.48,Extraordinaria,2024-11-21
350,5,4.14,Ordinaria,2024-03-16
350,7,8.71,Ordinaria,2025-03-21
350,6,8.57,Extraordinaria,2024-08-11
351,2,5.56,Extraordinaria,2024-10-22
351,9,7.09,Extraordinaria,2024-02-12
351,4,7.24,Ordinaria,2024-08-04
352,9,6.89,Extraordinaria,2025-04-25
352,2,5.67,Ordinaria,2023-12-30
352,8,5.49,Ordinaria,2023-09-17
353,6,6.46,Ordinaria,2023-11-26
353,7,8.26,Extraordinaria,2024-05-09
353,5,7.32,Ordinaria,2025-01-27
354,3,5.94,Ordinaria,2024-07-16
354,4,7.66,Ordinaria,2024-03-04
354,6,2.23,Extraordinaria,2025-04-20
355,2,8.22,Ordinaria,2025-02-28
355,1,3.89,Extraordinaria,2024-12-17
355,6,5.96,Ordinaria,2025-02-01
356,9,4.82,Extraordinaria,2023-06-14
356,8,4.56,Ordinaria,2024-11-24
356,3,8.24,Ordinaria,2023-08-31
357,1,5.8,Extraordinaria,2024-10-22
357,8,7.02,Extraordinaria,2025-02-16
357,4,6.43,Extraordinaria,2024-12-06
358,5,7.22,Ordinaria,2023-11-05
358,4,6.62,Ordinaria,2024-02-23
358,1,4.58,Ordinaria,2024-07-01
359,9,7.99,Extraordinaria,2024-06-15
359,7,5.76,Ordinaria,2024-10-23
359,1,4.17,Extraordinaria,2024-11-14
360,7,5.86,Extraordinaria,2024-09-30
360,3,8.75,Ordinaria,2025-03-17
360,10,7.78,Ordinaria,2025-02-26
361,8,5.98,Extraordinaria,2023-06-05
361,2,5.98,Ordinaria,2025-03-20
361,6,6.02,Extraordinaria,2024-10-06
362,7,9.62,Ordinaria,2023-06-19
362,1,7.07,Ordinaria,2024-11-13
362,4,7.15,Ordinaria,2024-10-13
363,4,8.05,Ordinaria,2025-03-29
363,7,6.86,Ordinaria,2023-07-19
363,1,6.11,Ordinaria,2023-09-17
364,2,6.21,Extraordinaria,2023-10-04
364,1,6.39,Ordinaria,2023-09-12
364,3,6.44,Extraordinaria,2024-03-05
365,1,7.59,Ordinaria,2023-08-13
365,6,6.58,Extraordinaria,2025-04-12
365,9,7.6,Ordinaria,2024-08-02
366,10,6.38,Ordinaria,2024-11-20
366,7,6.62,Ordinaria,2023-09-19
366,8,3.5,Ordinaria,2024-11-20
367,5,7.87,Extraordinaria,2023-05-25
367,9,7.02,Extraordinaria,2024-06-09
367,4,8.0,Ordinaria,2023-09-01
368,8,2.16,Extraordinaria,2024-12-08
368,5,9.63,Ordinaria,2024-09-19
368,6,6.29,Extraordinaria,2024-01-17
369,6,8.16,Ordinaria,2025-05-12
369,9,4.94,Extraordinaria,2023-07-08
369,2,7.42,Extraordinaria,2025-02-14
370,10,4.92,Ordinaria,2024-08-01
370,8,5.56,Ordinaria,2023-06-28
370,5,9.37,Ordinaria,2023-05-18
371,9,6.21,Ordinaria,2023-10-21
371,4,6.83,Ordinaria,2025-01-31
371,5,7.81,Extraordinaria,2024-12-09
372,3,7.24,Extraordinaria,2023-05-22
372,1,6.73,Extraordinaria,2023-09-01
372,4,7.05,Ordinaria,2023-11-29
373,1,10.0,Extraordinaria,2023-09-23
373,8,6.41,Extraordinaria,2024-08-23
373,10,6.8,Extraordinaria,2024-01-19
374,5,8.08,Extraordinaria,2023-09-30
374,2,8.16,Extraordinaria,2024-04-26
374,1,8.28,Extraordinaria,2024-01-13
375,1,7.46,Extraordinaria,2023-10-24
375,7,4.79,Ordinaria,2023-06-03
375,9,8.95,Ordinaria,2024-10-25
376,4,4.78,Extraordinaria,2024-09-07
376,7,6.95,Ordinaria,2023-12-18
376,3,5.37,Extraordinaria,2024-05-24
377,1,6.4,Ordinaria,2023-10-09
377,9,6.99,Extraordinaria,2025-03-24
377,6,6.98,Extraordinaria,2023-07-11
378,10,7.13,Extraordinaria,2025-03-12
378,4,8.92,Extraordinaria,2024-08-29
378,1,7.18,Extraordinaria,2024-12-28
379,1,6.13,Extraordinaria,2025-04-07
379,2,7.95,Extraordinaria,2024-09-26
379,7,8.28,Extraordinaria,2023-07-03
380,10,4.66,Ordinaria,2024-08-26
380,9,7.4,Extraordinaria,2025-04-08
380,5,7.55,Extraordinaria,2023-12-27
381,4,6.05,Extraordinaria,2024-06-01
381,3,8.56,Extraordinaria,2024-01-24
381,1,6.27,Ordinaria,2023-11-28
382,4,6.69,Extraordinaria,2024-11-20
382,9,6.24,Extraordinaria,2024-11-29
382,5,6.52,Ordinaria,2023-11-08
383,10,4.86,Extraordinaria,2024-06-01
383,5,4.34,Extraordinaria,2025-03-01
383,6,8.89,Ordinaria,2023-12-07
384,2,5.23,Extraordinaria,2025-04-28
384,5,5.01,Ordinaria,2023-11-02
384,6,3.27,Extraordinaria,2024-10-08
385,8,5.54,Ordinaria,2025-03-06
385,1,4.52,Extraordinaria,2025-03-31
385,10,8.96,Ordinaria,2024-11-12
386,6,8.01,Extraordinaria,2024-03-01
386,8,5.47,Ordinaria,2023-12-22
386,4,9.88,Ordinaria,2024-11-10
387,5,7.97,Ordinaria,2025-02-28
387,9,6.01,Extraordinaria,2023-07-03
387,6,2.75,Ordinaria,2023-10-25
388,5,9.94,Extraordinaria,2024-01-21
388,10,4.42,Ordinaria,2024-12-12
388,9,4.03,Ordinaria,2023-08-26
389,3,8.03,Ordinaria,2024-06-29
389,10,10.0,Ordinaria,2024-03-25
389,1,8.58,Ordinaria,2024-03-17
390,3,7.35,Extraordinaria,2024-06-26
390,9,7.39,Ordinaria,2023-09-07
390,8,7.78,Ordinaria,2023-07-12
391,1,7.64,Ordinaria,2024-01-13
391,5,6.92,Extraordinaria,2023-08-03
391,9,6.66,Ordinaria,2025-04-22
392,10,6.41,Ordinaria,2023-11-28
392,4,5.37,Ordinaria,2024-01-20
392,6,6.08,Extraordinaria,2025-04-15
393,2,3.96,Ordinaria,2024-10-29
393,9,6.35,Ordinaria,2024-09-24
393,10,5.02,Extraordinaria,2023-11-19
394,10,4.84,Ordinaria,2024-07-04
394,6,6.77,Extraordinaria,2024-08-21
394,7,8.59,Extraordinaria,2024-12-24
395,3,7.88,Extraordinaria,2024-08-27
395,1,4.14,Extraordinaria,2024-05-14
395,6,5.02,Extraordinaria,2024-02-08
396,6,7.91,Ordinaria,2024-02-07
396,8,5.03,Ordinaria,2025-01-05
396,5,6.16,Extraordinaria,2025-03-05
397,1,7.33,Ordinaria,2025-04-11
397,5,5.05,Ordinaria,2024-04-15
397,3,6.66,Ordinaria,2025-02-05
398,6,4.5,Ordinaria,2024-01-07
398,9,5.6,Extraordinaria,2023-12-30
398,10,6.98,Ordinaria,2024-03-21
399,3,4.11,Ordinaria,2024-08-01
399,7,7.16,Ordinaria,2025-02-23
399,2,6.47,Extraordinaria,2023-07-09
400,9,7.33,Extraordinaria,2024-03-21
400,2,6.84,Extraordinaria,2024-06-24
400,1,8.55,Extraordinaria,2024-02-08
401,5,6.69,Ordinaria,2024-12-10
401,4,5.86,Extraordinaria,2024-11-05
401,10,6.68,Ordinaria,2024-07-30
402,6,7.31,Extraordinaria,2024-01-11
402,4,6.57,Ordinaria,2024-03-25
402,8,6.56,Ordinaria,2025-02-14
403,8,5.45,Ordinaria,2023-07-13
403,7,5.51,Extraordinaria,2024-10-17
403,6,4.4,Ordinaria,2025-05-04
404,6,9.12,Extraordinaria,2025-03-20
404,8,4.63,Extraordinaria,2023-11-18
404,4,5.46,Ordinaria,2024-09-22
405,10,5.42,Extraordinaria,2024-03-02
405,3,7.84,Ordinaria,2024-07-05
405,4,6.06,Extraordinaria,2023-12-20
406,5,8.37,Ordinaria,2025-04-26
406,6,5.49,Ordinaria,2024-11-22
406,9,6.92,Extraordinaria,2024-11-13
407,7,5.25,Extraordinaria,2024-08-10
407,9,9.72,Ordinaria,2024-03-06
407,3,4.72,Ordinaria,2024-11-27
408,8,6.96,Ordinaria,2025-03-10
408,1,7.45,Extraordinaria,2025-01-18
408,3,7.12,Extraordinaria,2024-09-11
409,9,6.22,Ordinaria,2023-10-26
409,8,6.31,Ordinaria,2025-01-15
409,2,6.57,Extraordinaria,2024-03-04
410,1,6.28,Ordinaria,2024-12-17
410,3,7.95,Extraordinaria,2024-05-10
410,2,9.82,Extraordinaria,2025-03-03
411,6,5.66,Ordinaria,2024-02-01
411,3,4.45,Extraordinaria,2023-09-14
411,7,6.37,Ordinaria,2025-01-18
412,6,10.0,Ordinaria,2024-06-04
412,10,5.29,Ordinaria,2025-01-14
412,2,8.96,Extraordinaria,2023-11-29
413,8,9.02,Extraordinaria,2023-12-30
413,7,5.67,Extraordinaria,2025-03-20
413,10,7.35,Extraordinaria,2024-04-17
414,3,8.94,Ordinaria,2025-04-27
